,iyear,imonth,iday,country,region,provstate,city,latitude,longitude,attacktype1,attacktype2,attacktype3,targtype1,natlty1,targtype2,natlty2,targtype3,natlty3,gname,gname2,gname3,weaptype1,weaptype2,weaptype3,weaptype4,nkill,nwound,population
41981,2016,9,21,95,10,Saladin,Dawr district,"34,458684","43,795649",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
41982,2016,9,21,95,10,Saladin,Dawr district,"34,458684","43,795649",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
41983,2016,9,21,95,10,Saladin,Dawr district,"34,458684","43,795649",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
41984,2016,9,21,95,10,Saladin,Dawr district,"34,458684","43,795649",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
41985,2016,9,21,95,10,Saladin,Dawr district,"34,455437","43,797672",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,,,0.0
41987,2016,9,21,200,10,Aleppo,Aster,"36,553005","36,852272",6,,,14,200.0,,,,,People's Protection Units (YPG),,,13,,,,,,0.0
41988,2016,9,21,200,10,Aleppo,Juwayq,"36,541298","36,795143",6,,,14,200.0,,,,,People's Protection Units (YPG),,,13,,,,,,0.0
41995,2016,9,21,60,10,North Sinai,Sheikh Zuweid,"31,212225","34,117065",2,,,3,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,1.0,0.0,0.0
42004,2016,9,22,113,10,Sirte,Al-Giza,"31,211392","15,494519",3,,,20,113.0,,,,,Tripoli Province of the Islamic State,,,6,,,,3.0,0.0,1.0
42005,2016,9,22,209,10,Kilis,Kilis,"36,71928","37,11557",3,,,14,209.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,6.0,82301.0
42006,2016,9,22,209,10,Kilis,Kilis,"36,71928","37,11557",3,,,8,209.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,2.0,82301.0
42008,2016,9,22,200,10,Daraa,Inkhil,"33,020432","36,128204",1,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,13.0,30.0,29076.0
42011,2016,9,22,95,10,Babil,Rasheed,"33,117836","44,369362",3,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,4.0,0.0
42014,2016,9,22,95,10,Nineveh,Mosul district,"36,068785","43,065456",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,13.0,,40.0,0.0,0.0
42017,2016,9,22,209,10,Sirnak,Yeniaslanbasar,"37,623208","42,350676",2,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,0.0
42018,2016,9,21,209,10,Siirt,Akmese,"37,84135","42,260828",2,,,17,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,2.0,1.0,0.0
42019,2016,9,21,209,10,Kars,Kagisman district,"40,140648","43,119118",7,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,8,,,,0.0,0.0,25157.0
42027,2016,9,23,60,10,North Sinai,Arish,"31,126646","33,800865",6,,,15,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,1.0,0.0,128855.0
42032,2016,9,23,155,10,West Bank,Kiryat Arba,"31,529734","35,118225",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,1.0,160470.0
42040,2016,9,23,60,10,North Sinai,Maswora,"31,23185","34,240071",6,,,14,60.0,,,,,Sinai Province of the Islamic State,,,13,,,,,,0.0
42048,2016,9,23,200,10,Damascus,Damascus,"33,515244","36,292084",2,,,4,200.0,,,,,Free Syrian Army,,,6,5.0,,,0.0,0.0,1569394.0
42049,2016,9,23,200,10,Rif Dimashq,Hawsh Nasri,"33,557301","36,475063",2,,,4,200.0,,,,,Jaysh al-Islam (Syria),,,6,5.0,,,0.0,0.0,0.0
42061,2016,9,24,95,10,Saladin,Tikrit,"34,621521","43,668377",1,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,7.0,12.0,42477.0
42066,2016,9,24,95,10,Saladin,Tikrit,"34,621521","43,668377",2,,,3,95.0,14.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,5.0,0.0,42477.0
42067,2016,9,24,95,10,Saladin,Tikrit,"34,621521","43,668377",1,,,2,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,6.0,11.0,42477.0
42070,2016,9,24,60,10,North Sinai,Maswora,"31,228216","34,23045",6,,,14,60.0,,,,,Sinai Province of the Islamic State,,,13,,,,,,0.0
42071,2016,9,24,60,10,North Sinai,Maswora,"31,228216","34,23045",6,,,14,60.0,,,,,Sinai Province of the Islamic State,,,13,,,,,,0.0
42076,2016,9,24,209,10,Sirnak,Cizre district,"37,382435","42,351095",2,,,17,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,0.0
42077,2016,9,24,200,10,Hamah,Masyaf,"35,065342","36,342086",3,,,14,200.0,,,,,Ahrar al-Sham,,,6,,,,0.0,0.0,32262.0
42081,2016,9,25,209,10,Van,Kapikoy,"38,503224","44,308009",3,,,19,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,1.0,0.0
42086,2016,9,25,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,7.0,18.0,7216000.0
42100,2016,9,25,95,10,Al Anbar,Hit,"33,633896","42,832081",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,40.0,0.0,31901.0
42115,2016,9,26,209,10,Mardin,Tepedag,"37,338778","40,269049",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,5.0,5.0,0.0
42116,2016,9,26,209,10,Sirnak,Uludere district,"37,429183","42,883131",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,6.0,1.0,8827.0
42141,2016,9,26,95,10,Al Anbar,Hit district,"33,633889","42,825959",9,,,3,95.0,14.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,1.0,6.0,31901.0
42145,2016,9,26,95,10,Saladin,Dawr,"34,458889","43,791004",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42146,2016,9,26,95,10,Saladin,Dawr,"34,458889","43,791004",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42147,2016,9,26,95,10,Saladin,Dawr,"34,458889","43,791004",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42148,2016,9,26,95,10,Saladin,Dawr,"34,458889","43,791004",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42149,2016,9,26,95,10,Saladin,Dawr,"34,458889","43,791004",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42156,2016,9,26,209,10,Bitlis,Boluklu,"38,07926","42,548993",1,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,0.0
42158,2016,9,27,228,10,Adan,Shaykh Uthman,"12,867085","44,981911",2,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,5.0,,,1.0,,0.0
42169,2016,9,27,209,10,Van,Ercis district,"39,030402","43,36192",3,,,20,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0.0,91915.0
42174,2016,9,27,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,7.0,22.0,7216000.0
42175,2016,9,27,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,8.0,29.0,7216000.0
42178,2016,9,27,95,10,Saladin,Tulul al-Baj,"35,415855","43,114769",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,15.0,0.0,0.0
42188,2016,9,28,60,10,North Sinai,Masaeed,"31,116554","33,72472",2,,,3,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,4.0,0.0,1.0
42196,2016,9,28,95,10,Nineveh,Qayyarah,"35,863846","43,192068",3,,,21,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42197,2016,9,28,95,10,Nineveh,Qayyarah,"35,863846","43,192068",3,,,21,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42198,2016,9,28,95,10,Nineveh,Qayyarah,"35,863846","43,192068",3,,,21,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42214,2016,9,29,60,10,Cairo,New Cairo,"30,026531","31,456419",1,,,2,60.0,14.0,60.0,,,Hasam Movement,,,6,,,,0.0,1.0,200000.0
42218,2016,9,29,228,10,Adan,Aden,"12,825647","44,846416",3,,,3,228.0,,,,,Adan-Abyan Province of the Islamic State,,,6,,,,0.0,1.0,1.0
42220,2016,9,29,173,10,Jazan,Al-Tuwal,"16,524263","42,967896",3,,,14,173.0,14.0,19.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,3.0,0.0
42225,2016,9,29,209,10,Hakkari,Yuksekova,"37,571716","44,282299",2,,,17,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,3.0,2.0,71729.0
42227,2016,9,29,173,10,Jazan,Al-Tuwal,"16,524263","42,967896",3,,,3,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,1.0,0.0,0.0
42230,2016,9,29,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,0.0,7216000.0
42245,2016,9,30,228,10,Adan,Shaykh Uthman,"12,867085","44,981911",1,,,2,228.0,,,,,Adan-Abyan Province of the Islamic State,,,5,,,,1.0,0.0,0.0
42250,2016,9,30,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,14,200.0,,,,,Muslim extremists,,,6,,,,3.0,11.0,1602264.0
42253,2016,9,30,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,14,200.0,,,,,Shamiya Front,,,6,,,,3.0,11.0,1602264.0
42254,2016,9,30,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,14,200.0,,,,,Muslim extremists,,,6,,,,3.0,11.0,1602264.0
42255,2016,9,30,209,10,Sirnak,Cizre district,"37,332","42,185225",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,3.0,1.0,80992.0
42256,2016,9,30,155,10,West Bank,Qalandiyah,"31,861471","35,208427",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,1.0,25595.0
42264,2016,9,30,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,10.0,7216000.0
42266,2016,9,30,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2065597.0
42267,2016,9,30,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2065597.0
42268,2016,9,30,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2065597.0
42269,2016,9,30,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2065597.0
42270,2016,9,30,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2065597.0
42271,2016,9,30,95,10,Nineveh,Mosul,"36,378717","43,00302",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,,0.0,0.0
42272,2016,9,30,95,10,Saladin,Albu Fahd,"35,454152","43,260597",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,1.0,0.0,0.0
42278,2016,10,1,60,10,North Sinai,Arish,"31,126646","33,800865",2,,,3,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,5.0,0.0,128855.0
42279,2016,10,1,60,10,North Sinai,Rafah,"31,250196","34,24128",3,,,3,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,1.0,8.0,0.0
42280,2016,10,1,60,10,North Sinai,Naga Shabanah,"31,148611","34,241389",6,,,15,60.0,,,,,Sinai Province of the Islamic State,,,13,,,,,,0.0
42283,2016,10,1,228,10,Taizz,Dhubab district,"12,765967","43,5174",3,,,4,422.0,14.0,215.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,1.0
42285,2016,10,1,209,10,Hakkari,Cukurca district,"37,29678","43,663625",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,5.0,0.0
42291,2016,10,1,95,10,Nineveh,Mushayrifah,"36,503056","41,493889",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,0.0
42292,2016,10,1,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,2065597.0
42293,2016,10,1,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,2065597.0
42294,2016,10,1,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,2065597.0
42295,2016,10,1,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,2065597.0
42296,2016,10,1,95,10,Nineveh,Zilkan,"36,573106","43,374465",3,,,17,95.0,4.0,209.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42297,2016,10,1,95,10,Kirkuk,Hawijah district,"35,324825","43,766922",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,0.0
42312,2016,10,1,95,10,,,,,3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2.0
42313,2016,10,1,95,10,,,,,3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2.0
42314,2016,10,1,60,10,North Sinai,Rafah,"31,250196","34,24128",9,,,4,60.0,,,,,Sinai Province of the Islamic State,,,13,,,,5.0,0.0,0.0
42316,2016,10,2,60,10,North Sinai,Arish,"31,126646","33,800865",3,,,1,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,4.0,2.0,128855.0
42321,2016,10,2,95,10,Kirkuk,Hawijah district,"35,324825","43,766922",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,2.0,0.0
42325,2016,10,2,113,10,Tripoli,As Sawawa,"32,887209","13,191338",9,,,17,113.0,,,,,Tripoli Province of the Islamic State,,,13,,,,0.0,0.0,1150989.0
42326,2016,10,2,113,10,Sirte,Sirte,"31,197586","16,586681",9,,,17,113.0,,,,,Tripoli Province of the Islamic State,,,13,,,,,,128123.0
42328,2016,10,2,95,10,Dihok,Dihok,"36,860813","42,97646",3,,,4,95.0,4.0,69.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,2.0,284000.0
42335,2016,10,2,18,10,Northern,Bani Jamra,"26,210377","50,46233",9,,,3,18.0,,,,,Martyr al-Nimr Battalion,,,13,,,,0.0,0.0,0.0
42344,2016,10,3,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,5.0,18.0,7216000.0
42345,2016,10,3,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,6.0,16.0,7216000.0
42346,2016,10,3,95,10,Saladin,Saba al-Bor,"33,460819","44,157433",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,7.0,0.0
42348,2016,10,3,95,10,Nineveh,Hatra,"35,569427","42,723026",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,23.0,0.0,0.0
42355,2016,10,3,60,10,North Sinai,Sheikh Zuweid,"31,212225","34,117065",2,,,3,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,8.0,,0.0
42357,2016,10,3,228,10,Marib,Marib,"15,45639","45,324871",3,,,20,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,16794.0
42358,2016,10,3,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,10.0,17.0,615222.0
42364,2016,10,3,200,10,Hamah,Hamah,"35,129181","36,760738",3,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,6.0,460602.0
42365,2016,10,3,200,10,Hamah,Hamah,"35,129181","36,760738",3,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,6.0,460602.0
42366,2016,10,3,200,10,Al Hasakah,Tell Tawil,"36,554444","40,748056",3,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,35.0,77.0,0.0
42371,2016,10,3,209,10,Hakkari,Geckan,"37,425772","44,447462",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,2.0,1.0,0.0
42373,2016,10,3,113,10,Sirte,Sirte,"31,197586","16,586681",1,,,10,142.0,,,,,Tripoli Province of the Islamic State,,,5,,,,1.0,0.0,128123.0
42388,2016,10,4,95,10,Al Anbar,Abu Ghraib district,"33,291969","44,065328",1,,,2,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
42391,2016,10,4,95,10,Kirkuk,Hawijah district,"35,324825","43,766922",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,6.0,0.0
42407,2016,10,4,209,10,Diyarbakir,Abali,"38,516459","40,545739",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,2.0,3.0,0.0
42412,2016,10,4,113,10,Benghazi,Benghazi,"32,069286","20,151144",3,,,14,113.0,,,,,Barqa Province of the Islamic State,Shura Council of Benghazi Revolutionaries,,6,,,,3.0,13.0,0.0
42434,2016,10,5,95,10,Nineveh,Al-Hajj,"35,739262","43,321033",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,6.0,0.0,0.0
42450,2016,10,5,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,14,200.0,,,,,Muslim extremists,,,6,,,,0.0,,1602264.0
42451,2016,10,5,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,14,200.0,,,,,Muslim extremists,,,6,,,,0.0,,1602264.0
42452,2016,10,5,97,10,Southern,Sderot,"31,5282","34,596382",3,,,14,97.0,,,,,Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,,,6,,,,0.0,0.0,20228.0
42458,2016,10,4,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,615222.0
42459,2016,10,4,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,615222.0
42460,2016,10,6,209,10,Istanbul,Istanbul,"41,106178","28,689863",3,,,14,209.0,,,,,Kurdistan Freedom Hawks (TAK),Kurdistan Workers' Party (PKK),,6,,,,0.0,10.0,0.0
42461,2016,10,6,200,10,Idlib,Atmeh,"36,310444","36,689156",3,,,14,,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,21.0,20.0,0.0
42465,2016,10,6,95,10,Nineveh,Qayyarah,"35,79813","43,294178",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,2,,,,0.0,0.0,0.0
42466,2016,10,6,95,10,Kirkuk,Atshanah,"35,421111","44,022778",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,,,0.0
42477,2016,10,6,173,10,Asir,Ar Raboah,"17,577538","43,324637",9,,,4,173.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,1.0
42478,2016,10,5,173,10,Jazan,Khorajah,"16,529372","43,013416",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,13.0,,,0.0,1.0,53.0
42486,2016,10,6,209,10,Van,Yalinca,"37,8651","43,5291",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,2.0,0.0
42491,2016,10,6,113,10,Tripoli,Tripoli,"32,867867","13,189067",1,,,15,113.0,,,,,Tripoli Province of the Islamic State,,,5,,,,1.0,0.0,1150989.0
42498,2016,10,7,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,8.0,7216000.0
42500,2016,10,7,95,10,Nineveh,Qayyarah,"35,79813","43,294178",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,1.0,0.0
42501,2016,10,7,95,10,Saladin,Shirqat,"35,499439","43,234894",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,1.0,0.0,0.0
42502,2016,10,7,95,10,Saladin,Khanukah,"35,393848","43,259404",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,9.0,4.0,0.0
42511,2016,10,7,60,10,North Sinai,Arish,"31,126646","33,800865",3,,,3,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,0.0,1.0,128855.0
42529,2016,10,8,95,10,Saladin,Tulul al-Baj,"35,415855","43,114769",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,6.0,0.0,0.0
42530,2016,10,8,60,10,Beheira,Mahmoudiyah,"31,182648","30,525031",2,,,2,60.0,,,,,Hasam Movement,,,5,,,,1.0,0.0,63310.0
42531,2016,10,7,60,10,North Sinai,Khewitar,"31,211297","34,110022",4,,,1,60.0,,,,,Sinai Province of the Islamic State,,,13,,,,0.0,0.0,0.0
42538,2016,10,8,106,10,,,,,3,,,4,217.0,,,,,Jihadi-inspired extremists,,,6,6.0,,,0.0,1.0,2.0
42550,2016,10,8,6,10,Skikda,Tamalous,"36,835703","6,645026",3,,,4,6.0,,,,,Algeria Province of the Islamic State,,,6,,,,0.0,0.0,32579.0
42551,2016,10,9,209,10,Hakkari,Durak,"37,408323","44,540277",3,,,4,209.0,14.0,209.0,,,Kurdistan Workers' Party (PKK),,,6,,,,19.0,26.0,0.0
42553,2016,10,9,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,6.0,22.0,7216000.0
42555,2016,10,8,95,10,Nineveh,Hawad,"35,870968","43,296768",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,3.0,0.0
42557,2016,10,9,95,10,Kirkuk,Al-Bakkarah,"35,303992","43,826155",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,10.0,0.0,0.0
42559,2016,10,9,173,10,Makkah,Taif,"21,437273","40,512714",3,,,20,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,0.0
42560,2016,10,9,155,10,West Bank,Jerusalem,"31,784838","35,224613",2,,,19,97.0,3.0,97.0,,,Hamas (Islamic Resistance Movement),,,5,,,,3.0,4.0,801000.0
42561,2016,10,9,228,10,,,,,3,,,4,217.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,2.0
42562,2016,10,9,228,10,Marib,Marib,"15,45639","45,324871",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,16794.0
42566,2016,10,9,95,10,Diyala,Adhaim,"34,275066","44,537865",3,,,3,95.0,14.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,7.0,1.0,0.0
42567,2016,10,9,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,4,209.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,,,0.0,0.0,2065597.0
42568,2016,10,9,95,10,Nineveh,Karemlish,"36,303611","43,412778",3,,,15,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,50000.0
42569,2016,10,9,209,10,Van,Ozalp,"38,6583","43,9893",1,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,8249.0
42581,2016,10,9,228,10,Hadramawt,Mukalla,"14,54397","49,12458",3,,,20,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,0.0,0.0,258132.0
42586,2016,10,9,228,10,,,,,3,,,4,217.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,2.0
42592,2016,10,10,95,10,Nineveh,Mosul,"36,354145","43,14357",9,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,2.0,0.0,2065597.0
42596,2016,10,10,228,10,Lahij,Kirsh,"13,369068","44,490955",9,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,5.0,,0.0
42597,2016,10,10,228,10,Shabwah,Usaylan district,"15,154778","45,995721",3,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,2.0,0.0,1.0
42603,2016,10,10,209,10,Diyarbakir,Silvan district,"38,141225","41,012807",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,1.0,5.0,65956.0
42604,2016,10,10,209,10,Gaziantep,Kayabasi Mahallesi,"36,9465","36,512607",7,,,1,209.0,,,,,Kurdistan Workers' Party (PKK),,,8,,,,0.0,0.0,455.0
42606,2016,10,10,94,10,Kordestan,Golchidar,"35,666161","46,520821",2,,,4,94.0,,,,,Kurdistan Free Life Party,,,6,5.0,,,,,0.0
42613,2016,10,10,173,10,Makkah,Jeddah,"21,543333","39,172778",3,,,1,173.0,,,,,Hijaz Province of the Islamic State,,,6,,,,0.0,0.0,2867446.0
42618,2016,10,10,200,10,Aleppo,Aleppo,"36,201721","37,14352",2,,,4,200.0,,,,,Southern Front,Jaish al-Mujahideen (Syria),,6,5.0,,,0.0,0.0,1602264.0
42619,2016,10,10,200,10,Damascus,Damascus,"33,515244","36,292084",2,,,4,200.0,,,,,Free Syrian Army,,,6,5.0,,,0.0,0.0,1569394.0
42620,2016,10,10,200,10,Damascus,Damascus,"33,515244","36,292084",2,,,4,200.0,,,,,Free Syrian Army,,,6,5.0,,,0.0,0.0,1569394.0
42621,2016,10,10,200,10,Hamah,Mhardeh,"35,248444","36,571445",3,,,14,200.0,,,,,Free Syrian Army,,,6,,,,0.0,0.0,23403.0
42629,2016,10,11,60,10,North Sinai,Arish,"31,126646","33,800865",6,,,14,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,2.0,0.0,128855.0
42638,2016,10,11,228,10,Sanaa,,"15,316891","44,474802",6,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,0.0
